hotel_name;location_name;rate;image_url;description;price;stars;parking;restaurant;pets;smoking;swimmingPool;beachFront;airConditioning;freeWiFi;sauna;fitness;category
Boarders Inn & Suites;Mina Clavero;5;https://traffickcam.com/images/2017/8/20160708_050129_5ASXVI.jpg;Hotel 'Boarders Inn & Suites' at  Mina Clavero without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);868;3;0;0;0;1;0;0;1;0;0;1;2
Hotel Solineu;Bourg-en-Bresse;3;https://traffickcam.com/images/2017/8/20160708_071914_FJWJQZ.jpg;Hotel 'Hotel Solineu' at  Bourg-en-Bresse without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);529;2;0;0;0;1;1;1;1;0;0;0;4
Futura Motel;Winslow;8;https://traffickcam.com/images/2017/8/20160708_144532_SZ9XEP.jpg;Hotel 'Futura Motel' at  Winslow without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);779;5;0;1;1;1;1;1;0;1;1;1;4
Aegean Plaza Hotel;Gran Canaria Island;7;https://traffickcam.com/images/2017/8/20160708_150010_CWR3P7.jpg;Hotel 'Aegean Plaza Hotel' at  Gran Canaria Island without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);620;5;0;0;1;1;0;0;1;0;0;0;4
Row NYC;Bibinje;3;https://traffickcam.com/images/2017/8/20160708_152703_A0E2AI.jpg;Hotel 'Row NYC' at  Bibinje with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);811;2;1;0;1;1;1;1;0;1;0;0;4
Holiday Inn Appleton;Las Negras;5;https://traffickcam.com/images/2017/8/20160708_172600_34MG2O.jpg;Hotel 'Holiday Inn Appleton' at  Las Negras with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);808;3;1;1;0;1;1;0;1;0;1;1;3
Inns of Banff;Consett;9;https://traffickcam.com/images/2017/8/20160708_180854_6ZL0BS.jpg;Hotel 'Inns of Banff' at  Consett with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);158;3;1;0;1;0;1;0;0;1;1;0;6
Executive Plaza Hotel & Conference Centre Coquitlam;Castillo de Locubin;5;https://traffickcam.com/images/2017/8/20160708_181928_ZV2X4C.jpg;Hotel 'Executive Plaza Hotel & Conference Centre Coquitlam' at  Castillo de Locubin with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);141;1;1;1;0;1;0;0;1;1;1;1;3
Shilo Inn Suites Hotel - Richland;Borovié?i;6;https://traffickcam.com/images/2017/8/20160708_185811_SRZH0X.jpg;Hotel 'Shilo Inn Suites Hotel - Richland' at  Borovié?i without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);626;5;0;1;1;0;1;0;0;1;0;1;3
Cruccuris Resort;Porto;7;https://traffickcam.com/images/2017/8/20160708_195757_PR8V2A.jpg;Hotel 'Cruccuris Resort' at  Porto without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);390;3;0;1;0;0;1;1;0;1;1;0;5
Hilton Sharks Bay Resort;Strasbourg;2;https://traffickcam.com/images/2017/8/20160708_205405_C0F6HD.jpg;Hotel 'Hilton Sharks Bay Resort' at  Strasbourg without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);837;3;0;1;0;0;1;0;0;0;1;1;1
Three Cities Royal Palm Hotel;Sidari;6;https://traffickcam.com/images/2017/8/20160708_205705_VIB4ZL.jpg;Hotel 'Three Cities Royal Palm Hotel' at  Sidari with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);226;2;1;1;1;0;0;1;0;1;0;0;2
Hilton Garden Inn Ann Arbor;San Cesareo;3;https://traffickcam.com/images/2017/8/20160708_212412_GCC9TP.jpg;Hotel 'Hilton Garden Inn Ann Arbor' at  San Cesareo without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);235;2;0;1;0;1;0;0;0;1;0;1;4
Dom Pedro Marina Hotel;Ottawa;6;https://traffickcam.com/images/2017/8/20160708_213011_AQPCUS.jpg;Hotel 'Dom Pedro Marina Hotel' at  Ottawa with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);156;5;1;1;0;0;1;1;0;1;0;0;3
Holiday Inn Express Wilmington;Milan;6;https://traffickcam.com/images/2017/8/20160708_220546_D6UTJC.jpg;Hotel 'Holiday Inn Express Wilmington' at  Milan with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);202;4;1;1;0;1;1;0;0;0;0;1;3
Algila' Ortigia Charme Hotel;Hualien City;5;https://traffickcam.com/images/2017/8/20160708_222621_4Y9AYH.jpg;Hotel 'Algila' Ortigia Charme Hotel' at  Hualien City with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);362;5;1;0;1;0;1;0;1;0;1;1;2
Comfort Inn Cobourg;Meilan;3;https://traffickcam.com/images/2017/8/20160709_002928_YRT408.jpg;Hotel 'Comfort Inn Cobourg' at  Meilan with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);701;5;1;0;0;0;1;0;1;0;1;0;2
Shilo Inn - Grants Pass;Chichester;10;https://traffickcam.com/images/2017/8/20160709_005244_A3MFEG.jpg;Hotel 'Shilo Inn - Grants Pass' at  Chichester with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);416;3;1;1;1;0;1;1;0;1;1;0;4
Trailhead Lodge by Wyndham Vacation Rentals;La Oliva;8;https://traffickcam.com/images/2017/8/20160709_005507_6SARCI.jpg;Hotel 'Trailhead Lodge by Wyndham Vacation Rentals' at  La Oliva with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);541;5;1;0;0;0;0;0;1;0;0;1;4
Baymont Inn and Suites Camarillo CA;Fishbourne;5;https://traffickcam.com/images/2017/8/20160709_011743_IIWGN4.jpg;Hotel 'Baymont Inn and Suites Camarillo CA' at  Fishbourne without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);312;2;0;1;1;0;0;0;1;0;0;0;1
Hampton Inn Topeka;La Oliva;4;https://traffickcam.com/images/2017/8/20160709_013723_6RYOVG.jpg;Hotel 'Hampton Inn Topeka' at  La Oliva with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);350;1;1;1;0;1;1;1;1;0;0;0;6
Hotel President;Wladyslawowo;6;https://traffickcam.com/images/2017/8/20160709_020959_ALDV3S.jpg;Hotel 'Hotel President' at  Wladyslawowo with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);875;3;1;0;1;0;1;0;1;0;1;1;6
The Beausite Hotel;Lanjaron;5;https://traffickcam.com/images/2017/8/20160709_021338_W6YUSG.jpg;Hotel 'The Beausite Hotel' at  Lanjaron without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);546;5;0;1;1;1;1;0;0;1;1;0;5
Comfort Suites Canal Park;Moscow;4;https://traffickcam.com/images/2017/8/20160709_021909_BLM9ZH.jpg;Hotel 'Comfort Suites Canal Park' at  Moscow with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);894;2;1;0;1;0;0;1;1;0;0;1;3
Courtyard by Marriott Topeka;Noida;10;https://traffickcam.com/images/2017/8/20160709_032028_CKOK8J.jpg;Hotel 'Courtyard by Marriott Topeka' at  Noida with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);604;2;1;0;1;0;1;1;0;1;1;0;3
Circa On The Square Hotel;La Iruela;8;https://traffickcam.com/images/2017/8/20160709_042013_RY7FYF.jpg;Hotel 'Circa On The Square Hotel' at  La Iruela with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);988;1;1;0;0;1;1;0;0;1;1;1;3
The Royal Anne Hotel;Santiago;2;https://traffickcam.com/images/2017/8/20160709_042136_OPM96C.jpg;Hotel 'The Royal Anne Hotel' at  Santiago with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);587;1;1;1;0;1;1;1;0;0;1;1;1
Econo Lodge;Gran Canaria Island;3;https://traffickcam.com/images/2017/8/20160709_043042_6J2ZNH.jpg;Hotel 'Econo Lodge' at  Gran Canaria Island with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);970;5;1;0;0;0;1;0;1;1;0;0;5
Country Inn & Suites By Carlson Wausau;Carucedo;9;https://traffickcam.com/images/2017/8/20160709_060007_SB6080.jpg;Hotel 'Country Inn & Suites By Carlson Wausau' at  Carucedo with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);624;2;1;0;0;1;0;0;1;0;0;0;4
Northwoods Resort and Conference Center;Alanya;3;https://traffickcam.com/images/2017/8/20160709_062633_Y9VK4T.jpg;Hotel 'Northwoods Resort and Conference Center' at  Alanya without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);312;2;0;1;0;1;0;0;1;1;1;0;2
Lancaster Arts Hotel;Still Bay;1;https://traffickcam.com/images/2017/8/20160709_063459_HWCSB0.jpg;Hotel 'Lancaster Arts Hotel' at  Still Bay with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);878;4;1;1;0;0;0;0;1;1;0;1;5
Staycity Serviced Apartments Christchurch;Vadersdorf;6;https://traffickcam.com/images/2017/8/20160709_081758_F6UAIA.jpg;Hotel 'Staycity Serviced Apartments Christchurch' at  Vadersdorf without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);760;5;0;0;1;0;0;1;1;0;0;0;1
Amora Hotel Jamison Sydney;Usedom;8;https://traffickcam.com/images/2017/8/20160709_131557_4TL16M.jpg;Hotel 'Amora Hotel Jamison Sydney' at  Usedom with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);627;1;1;0;0;1;1;1;1;0;1;1;6
Cities Of Gold Casino;Kyoto;2;https://traffickcam.com/images/2017/8/20160709_132458_42OMQY.jpg;Hotel 'Cities Of Gold Casino' at  Kyoto with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);389;4;1;0;0;1;0;0;1;1;0;1;3
Expressway Inn;Schwarzburg;8;https://traffickcam.com/images/2017/8/20160709_134156_DFYXW2.jpg;Hotel 'Expressway Inn' at  Schwarzburg without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);180;3;0;1;1;1;1;1;0;0;1;0;2
Oak Tree Inn Elko;Ebersbach;5;https://traffickcam.com/images/2017/8/20160709_135240_LZBJER.jpg;Hotel 'Oak Tree Inn Elko' at  Ebersbach with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);524;1;1;1;1;1;1;0;1;0;0;0;2
Hampton Inn Lima;Avezan;8;https://traffickcam.com/images/2017/8/20160709_140038_UN8PF6.jpg;Hotel 'Hampton Inn Lima' at  Avezan without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);317;2;0;1;1;0;0;1;1;0;0;1;6
Hotel Nautilus;Picinguaba;7;https://traffickcam.com/images/2017/8/20160709_140847_XE06H3.jpg;Hotel 'Hotel Nautilus' at  Picinguaba with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);51;1;1;0;1;1;1;1;0;0;1;1;2
Courthouse Hotel;banpong;9;https://traffickcam.com/images/2017/8/20160709_142426_ZQHVZD.jpg;Hotel 'Courthouse Hotel' at  banpong with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);392;4;1;1;0;1;1;1;0;0;0;0;1
Orange Tree Golf Resort;Menglembu;4;https://traffickcam.com/images/2017/8/20160709_152353_Q1F86F.jpg;Hotel 'Orange Tree Golf Resort' at  Menglembu without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);667;5;0;1;1;1;1;0;0;0;1;0;1
Days Inn & Suites Bridgeport/Clarksburg;Martiel;9;https://traffickcam.com/images/2017/8/20160709_153400_SWV0JH.jpg;Hotel 'Days Inn & Suites Bridgeport/Clarksburg' at  Martiel with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);176;5;1;1;0;0;1;0;0;1;1;0;5
Extended Stay America San Ramon - Bishop Ranch - West;Uckeritz;5;https://traffickcam.com/images/2017/8/20160709_154528_W39F4S.jpg;Hotel 'Extended Stay America San Ramon - Bishop Ranch - West' at  Uckeritz without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);479;4;0;0;1;1;0;0;1;1;0;0;2
Carlton Hotel;Barbon;10;https://traffickcam.com/images/2017/8/20160709_155025_4NZ21F.jpg;Hotel 'Carlton Hotel' at  Barbon with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);660;5;1;0;1;1;1;0;0;1;0;0;3
Hotel Shattuck Plaza;Ueberlingen;2;https://traffickcam.com/images/2017/8/20160709_173650_TKZS2V.jpg;Hotel 'Hotel Shattuck Plaza' at  Ueberlingen with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);650;3;1;1;1;0;0;1;0;0;0;1;1
Courtyard by Marriott Rockaway Mount Arlington;Kaputian;1;https://traffickcam.com/images/2017/8/20160709_181556_0VJO1X.jpg;Hotel 'Courtyard by Marriott Rockaway Mount Arlington' at  Kaputian without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);252;1;0;0;0;0;1;0;0;1;0;1;3
Comfort Inn & Suites;Carlisle;10;https://traffickcam.com/images/2017/8/20160709_202356_5YUKEC.jpg;Hotel 'Comfort Inn & Suites' at  Carlisle without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);961;3;0;1;0;1;1;0;1;1;1;0;5
Phoenix Inn Suites - Albany;Sydney;10;https://traffickcam.com/images/2017/8/20160709_203500_K3SFN8.jpg;Hotel 'Phoenix Inn Suites - Albany' at  Sydney without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);632;4;0;0;0;0;1;1;1;1;0;0;2
TOP Hotel Consul;Tuttlingen;7;https://traffickcam.com/images/2017/8/20160709_205011_0X5DG5.jpg;Hotel 'TOP Hotel Consul' at  Tuttlingen without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);523;1;0;0;0;0;0;0;1;0;0;1;3
Hotel Park;Ostseebad Zinnowitz;6;https://traffickcam.com/images/2017/8/20160709_205513_PUIIBV.jpg;Hotel 'Hotel Park' at  Ostseebad Zinnowitz without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);48;1;0;0;0;0;0;1;0;1;0;0;1
Hotel Villa Maria Au Lac;Hokkaido Island;1;https://traffickcam.com/images/2017/8/20160709_222428_739YOI.jpg;Hotel 'Hotel Villa Maria Au Lac' at  Hokkaido Island without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);687;3;0;0;1;1;1;1;1;0;0;0;2
Red Roof Inn Ardmore;Giun Dogdu;10;https://traffickcam.com/images/2017/8/20160710_014944_MV92ZY.jpg;Hotel 'Red Roof Inn Ardmore' at  Giun Dogdu with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);311;2;1;1;0;1;1;0;0;1;0;1;1
DoubleTree by Hilton Downtown Wilmington - Legal District;Liverpool;4;https://traffickcam.com/images/2017/8/20160710_015531_OKYKDM.jpg;Hotel 'DoubleTree by Hilton Downtown Wilmington - Legal District' at  Liverpool without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);520;4;0;1;1;1;1;1;0;1;1;0;5
La Quinta Inn & Suites Butte;Malia;6;https://traffickcam.com/images/2017/8/20160710_015838_8ENCVL.jpg;Hotel 'La Quinta Inn & Suites Butte' at  Malia without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);448;1;0;0;1;0;1;0;1;1;1;1;3
Four Points by Sheraton Edmonton International Airport;Ostseebad Zinnowitz;4;https://traffickcam.com/images/2017/8/20160710_020559_XY6U6E.jpg;Hotel 'Four Points by Sheraton Edmonton International Airport' at  Ostseebad Zinnowitz without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);147;5;0;1;1;1;1;0;0;0;1;1;6
Comfort Suites Lufkin;Triberg;4;https://traffickcam.com/images/2017/8/20160710_020618_Q8JWTN.jpg;Hotel 'Comfort Suites Lufkin' at  Triberg with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);712;4;1;1;0;1;0;1;1;1;0;0;2
DoubleTree by Hilton Hotel Bend;Saint-Jean;9;https://traffickcam.com/images/2017/8/20160710_022524_6KCB5W.jpg;Hotel 'DoubleTree by Hilton Hotel Bend' at  Saint-Jean without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);254;3;0;1;0;0;1;1;0;1;1;0;1
Hampton Inn Eugene;Bali Island;7;https://traffickcam.com/images/2017/8/20160710_023547_U8FYTG.jpg;Hotel 'Hampton Inn Eugene' at  Bali Island without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);760;4;0;0;0;1;0;1;0;1;0;0;5
Trip Hotel Ithaca;Staatz;3;https://traffickcam.com/images/2017/8/20160710_025420_XPYKDQ.jpg;Hotel 'Trip Hotel Ithaca' at  Staatz with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);770;1;1;0;1;0;1;0;1;1;1;1;1
Shore Stay Suites;Marseille;10;https://traffickcam.com/images/2017/8/20160710_025837_ZN4K2J.jpg;Hotel 'Shore Stay Suites' at  Marseille without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);237;3;0;0;1;1;0;0;1;0;1;1;5
Old Town Chambers;Liverpool;3;https://traffickcam.com/images/2017/8/20160710_031942_1KBMHV.jpg;Hotel 'Old Town Chambers' at  Liverpool with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);465;1;1;0;1;1;0;1;0;0;1;0;3
Days Inn and Suites Bozeman;Marseille;6;https://traffickcam.com/images/2017/8/20160710_044610_L3L128.jpg;Hotel 'Days Inn and Suites Bozeman' at  Marseille with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);118;2;1;1;0;1;0;1;1;0;0;0;1
Hotel De Anza;Zingst;9;https://traffickcam.com/images/2017/8/20160710_050643_RQ9PAC.jpg;Hotel 'Hotel De Anza' at  Zingst with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);421;1;1;0;1;0;1;1;1;1;1;1;6
North Bay Inn Santa Rosa;Zingst;8;https://traffickcam.com/images/2017/8/20160710_065555_7D36RL.jpg;Hotel 'North Bay Inn Santa Rosa' at  Zingst without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);95;4;0;0;0;1;1;0;1;0;0;0;4
Omni Jacksonville Hotel;Kuehlungsborn;7;https://traffickcam.com/images/2017/8/20160710_081903_EWXDSB.jpg;Hotel 'Omni Jacksonville Hotel' at  Kuehlungsborn without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);979;4;0;1;1;1;1;0;0;0;0;0;3
Sanderling Resort;Zingst;6;https://traffickcam.com/images/2017/8/20160710_082050_8PA3XM.jpg;Hotel 'Sanderling Resort' at  Zingst without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);637;2;0;0;0;0;0;1;1;1;1;1;3
Novotel Bern Expo;Zingst;10;https://traffickcam.com/images/2017/8/20160710_103340_9BLTTU.jpg;Hotel 'Novotel Bern Expo' at  Zingst without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);224;1;0;0;1;0;0;1;1;1;0;1;4
Country Inn & Suites By Carlson Beckley;Pattaya;9;https://traffickcam.com/images/2017/8/20160710_110115_Y1H8HV.jpg;Hotel 'Country Inn & Suites By Carlson Beckley' at  Pattaya without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);204;2;0;1;0;0;0;1;1;0;1;0;4
Hotel Argento;Lipetsk;4;https://traffickcam.com/images/2017/8/20160710_121853_1NNWLH.jpg;Hotel 'Hotel Argento' at  Lipetsk with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);661;3;1;1;0;1;0;0;1;0;1;0;5
